year,make,Model,baseModel,cityE,combE,highwayE,drive,id,range,rangeCity,rangeHwy,UCity,UHighway,evMotor,trany,kWhpmCity,kWhpmComb,kWhpmHighway,co2pm
2023,Audi,e-tron Sportback quattro,e-tron,43.96,43.17,42.21,All-Wheel Drive,45987,225,0,0,103.5,107.8,TBD,Automatic (A2),0.4396,0.4317,0.4221,139.8708
2024,Rolls-Royce,Spectre Black Badge (22 inch wheels),Spectre,45.62,43.17,40.17,All-Wheel Drive,47478,280,264,300,100.3,113.9,190 and 360 kW EESM,Automatic (A1),0.4562,0.4317,0.4017,139.8708
2025,Audi,Q8 e-tron quattro (20 inch wheels),Q8 e-tron,43.9,43.18,42.29,All-Wheel Drive,48299,272,267,278,106.91,110.96,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.439,0.4318,0.4229,139.9032
2025,Audi,Q8 Sportback e-tron quattro (20 inch wheels),Q8 e-tron,43.9,43.18,42.29,All-Wheel Drive,48301,272,267,278,106.91,110.96,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.439,0.4318,0.4229,139.9032
2025,Rivian,R1T All-Terrain Dual Max (20in),R1T,41.03,43.22,45.91,Part-time 4-Wheel Drive,48417,370,389,347,112,100.1,264 and 264 kW ACPM,Automatic (A1),0.4103,0.4322,0.4591,140.0328
2025,Rivian,R1T All-Terrain Performance Dual Max (20in),R1T,41.03,43.22,45.91,Part-time 4-Wheel Drive,48419,370,389,347,112,100.1,264 and 264 kW ACPM,Automatic (A1),0.4103,0.4322,0.4591,140.0328
2025,Rivian,R1S All-Terrain Dual Max (20in),R1S,41.03,43.22,45.91,Part-time 4-Wheel Drive,48429,370,389,347,112,100.1,264 and 264 kW ACPM,Automatic (A1),0.4103,0.4322,0.4591,140.0328
2025,Rivian,R1S All-Terrain Performance  Dual Max (20in),R1S,41.03,43.22,45.91,Part-time 4-Wheel Drive,48430,370,389,347,112,100.1,264 and 264 kW ACPM,Automatic (A1),0.4103,0.4322,0.4591,140.0328
2026,Rivian,R1T All-Terrain Dual Max (20in),R1T,41.03,43.22,45.91,Part-time 4-Wheel Drive,49695,370,389,347,112,100.1,264 kW ACPM,Automatic (A1),0.4103,0.4322,0.4591,140.0328
2026,Rivian,R1T All-Terrain Performance Dual Max (20in),R1T,41.03,43.22,45.91,Part-time 4-Wheel Drive,49698,370,389,347,112,100.1,264 kW ACPM,Automatic (A1),0.4103,0.4322,0.4591,140.0328
2026,Rivian,R1S All-Terrain Dual Max (20in),R1S,41.03,43.22,45.91,Part-time 4-Wheel Drive,49720,370,389,347,112,100.1,264 kW ACPM,Automatic (A1),0.4103,0.4322,0.4591,140.0328
2026,Rivian,R1S All-Terrain Performance  Dual Max (20in),R1S,41.03,43.22,45.91,Part-time 4-Wheel Drive,49723,370,389,347,112,100.1,264 kW ACPM,Automatic (A1),0.4103,0.4322,0.4591,140.0328
2023,Rivian,R1S 21 inch Dual Large,R1S,41.24,43.23,45.66,Part-time 4-Wheel Drive,46996,352,0,0,115.6,104.4,418 kW ACPM,Automatic (A1),0.4124,0.4323,0.4566,140.0652
2023,Rivian,R1S 21 inch Performance Dual Large,R1S,41.24,43.23,45.66,Part-time 4-Wheel Drive,46997,352,0,0,115.6,104.4,496 kW ACPM,Automatic (A1),0.4124,0.4323,0.4566,140.0652
2023,Rivian,R1T 21 inch Dual Large,R1T,41.24,43.23,45.66,Part-time 4-Wheel Drive,47000,352,0,0,115.6,104.4,418 kW ACPM,Automatic (A1),0.4124,0.4323,0.4566,140.0652
2023,Rivian,R1T 21 inch Performance Dual Large,R1T,41.24,43.23,45.66,Part-time 4-Wheel Drive,47001,352,0,0,115.6,104.4,496 kW ACPM,Automatic (A1),0.4124,0.4323,0.4566,140.0652
2024,Rivian,R1T Dual Large (21in),R1T,41.24,43.23,45.66,Part-time 4-Wheel Drive,47868,352,368,332,115.6,104.4,208 and 208 kW ACPM,Automatic (A1),0.4124,0.4323,0.4566,140.0652
2024,Rivian,R1T Performance Dual Large (21in),R1T,41.24,43.23,45.66,Part-time 4-Wheel Drive,47876,352,368,332,115.6,104.4,208 and 208 kW ACPM,Automatic (A1),0.4124,0.4323,0.4566,140.0652
2024,Rivian,R1S Dual Large (21in),R1S,41.24,43.23,45.66,Part-time 4-Wheel Drive,47891,352,368,332,115.6,104.4,208 and 208 kW ACPM,Automatic (A1),0.4124,0.4323,0.4566,140.0652
2024,Rivian,R1S Performance Dual Large (21in),R1S,41.24,43.23,45.66,Part-time 4-Wheel Drive,47899,352,368,332,115.6,104.4,208 and 208 kW ACPM,Automatic (A1),0.4124,0.4323,0.4566,140.0652
2024,Rivian,R1T Dual Max (22in),R1T,40.19,43.31,47.12,Part-time 4-Wheel Drive,47871,380,407,347,115.6,98.6,208 and 208 kW ACPM,Automatic (A1),0.4019,0.4331,0.4712,140.3244
2024,Rivian,R1T Performance Dual Max (22in),R1T,40.19,43.31,47.12,Part-time 4-Wheel Drive,47879,380,407,347,115.6,98.6,208 and 208 kW ACPM,Automatic (A1),0.4019,0.4331,0.4712,140.3244
2024,Rivian,R1S Dual Max (22in),R1S,40.19,43.31,47.12,Part-time 4-Wheel Drive,47894,380,407,347,115.6,98.6,208 and 208 kW ACPM,Automatic (A1),0.4019,0.4331,0.4712,140.3244
2024,Rivian,R1S Performance Dual Max (22in),R1S,40.19,43.31,47.12,Part-time 4-Wheel Drive,47902,380,407,347,115.6,98.6,208 and 208 kW ACPM,Automatic (A1),0.4019,0.4331,0.4712,140.3244
2025,Tesla,Cybertruck Long Range (20in Cyber wheels),Cybertruck,37.71,43.36,50.26,Rear-Wheel Drive,49153,335,377,283,127.7,95.8,240 kW ACPM 3-Phase,Automatic (A1),0.3771,0.4336,0.5026,140.4864
2026,Tesla,Cybertruck Long Range (20in Cyber wheels),Cybertruck,37.71,43.36,50.26,Rear-Wheel Drive,50249,335,377,283,127.7,95.8,240 kW ACPM 3-Phase,Automatic (A1),0.3771,0.4336,0.5026,140.4864
2024,Dodge,Charger 2-Dr Daytona Scat Pack Track Pack AWD A/S,Charger,40.94,43.37,46.34,All-Wheel Drive,48786,241,254,225,117.6,103.9,250 and 250 kW DCPM,Automatic (A1),0.4094,0.4337,0.4634,140.5188
2025,Dodge,Charger Daytona Scat Pack AWD 325/35ZR20 Rear A/S,Charger,40.94,43.37,46.34,All-Wheel Drive,48995,241,228,257,117.6,103.9,250 and 250 kW DCPM,Automatic (A1),0.4094,0.4337,0.4634,140.5188
2026,Dodge,Charger Daytona Scat Pack AWD 325/35ZR20 Rear A/S,Charger,40.94,43.37,46.34,All-Wheel Drive,49650,241,254,225,117.6,103.9,250 and 250 kW DCPM,Automatic (A1),0.4094,0.4337,0.4634,140.5188
2021,Audi,e-tron,e-tron,43.34,43.41,43.5,All-Wheel Drive,43498,222,222.74,221.94,105.1,104.72,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.4334,0.4341,0.435,140.6484
2022,Audi,e-tron quattro,e-tron,43.34,43.41,43.5,All-Wheel Drive,44920,222,0,0,105.1,104.7,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.4334,0.4341,0.435,140.6484
2021,Porsche,Taycan 4S Perf Battery Plus,Taycan,45.08,43.49,41.54,All-Wheel Drive,43685,227,219,237.7,106.8,115.9,210 and 250 kW ACPM,Automatic (A2),0.4508,0.4349,0.4154,140.9076
2022,Porsche,Taycan 4S Perf Battery Plus,Taycan,45.08,43.49,41.54,All-Wheel Drive,44788,227,0,0,106.8,115.9,175 and 320 kW ACPM,Automatic (A2),0.4508,0.4349,0.4154,140.9076
2023,BMW,iX M60 (21 inch wheels),iX,44.44,43.5,42.35,All-Wheel Drive,45326,288,282.3,296.1,103.5,108.6,190 and 360 kW EESM,Automatic (A1),0.4444,0.435,0.4235,140.94
2025,Mercedes-Benz,EQS 680 4matic Maybach (SUV),EQS,43.67,43.56,44,All-Wheel Drive,48397,302,303,301,107.2,107.8,174 and 310 kW ACPM 6-Phase,Automatic (A1),0.4367,0.4356,0.44,141.1344
2025,Porsche,Taycan Turbo S Cross Turismo,Taycan,42.69,43.61,44.75,All-Wheel Drive,48741,261,267,254,112.8,107.6,150 and 253 kW ACPM,Automatic (A2),0.4269,0.4361,0.4475,141.2964
2026,Porsche,Taycan Turbo S Cross Turismo,Taycan,42.69,43.61,44.75,All-Wheel Drive,50248,261,267,254,112.8,107.6,150 and 234 kW ACPM,Automatic (A2),0.4269,0.4361,0.4475,141.2964
2025,Rolls-Royce,Spectre (22 inch wheels),Spectre,45.77,43.65,41.05,All-Wheel Drive,48442,277,263,294,105.2,117.3,190 and 360 kW EESM,Automatic (A1),0.4577,0.4365,0.4105,141.426
2026,Rolls-Royce,Spectre (22 inch Wheels),Spectre,45.77,43.65,41.05,All-Wheel Drive,49979,277,263,294,105.2,117.3,190 and 360 kW EESM,Automatic (A1),0.4577,0.4365,0.4105,141.426
2025,BMW,iX M60 (22 inch Wheels),iX,44.79,43.74,42.46,All-Wheel Drive,48334,285,278,293,107.5,113.4,190 and 360 kW EESM,Automatic (A1),0.4479,0.4374,0.4246,141.7176
2025,Polestar,3 Long Range Dual Motor Performance Pack,3,41.72,43.74,46.21,All-Wheel Drive,48411,279,292,263,115.4,104.2,127 and 200 kW PMSM,Automatic (A1),0.4172,0.4374,0.4621,141.7176
2024,Rivian,R1T Dual Standard Plus (21in),R1T,42.16,43.81,45.82,Part-time 4-Wheel Drive,47874,315,327,301,114.2,105.1,208 and 208 kW ACPM,Automatic (A1),0.4216,0.4381,0.4582,141.9444
2024,Rivian,R1T Performance Dual Standard Plus (21in),R1T,42.16,43.81,45.82,Part-time 4-Wheel Drive,47880,315,327,301,114.2,105.1,208 and 208 kW ACPM,Automatic (A1),0.4216,0.4381,0.4582,141.9444
2024,Rivian,R1S Dual Standard Plus (21in),R1S,42.16,43.81,45.82,Part-time 4-Wheel Drive,47897,315,327,301,114.2,105.1,208 and 208 kW ACPM,Automatic (A1),0.4216,0.4381,0.4582,141.9444
2024,Rivian,R1S Performance Dual Standard Plus (21in),R1S,42.16,43.81,45.82,Part-time 4-Wheel Drive,47904,315,327,301,114.2,105.1,208 and 208 kW ACPM,Automatic (A1),0.4216,0.4381,0.4582,141.9444
2020,Audi,e-tron Sportback,e-tron,44.49,43.98,43.37,All-Wheel Drive,42674,218,215.9,221.5,102.38,105.02,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.4449,0.4398,0.4337,142.4952
2021,Audi,e-tron Sportback,e-tron,44.48,43.98,43.37,All-Wheel Drive,43499,218,215.98,221.47,102.41,105.01,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.4448,0.4398,0.4337,142.4952
2022,Audi,e-tron Sportback quattro,e-tron,44.48,43.98,43.38,All-Wheel Drive,44921,218,0,0,102.4,105,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.4448,0.4398,0.4338,142.4952
2022,Mercedes-Benz,AMG EQS 4matic Plus,EQS,44.5,43.98,43.34,All-Wheel Drive,46330,277,273.9,281.3,108.2,111.1,174 and 310 kW AC 3-Phase,Automatic (A1),0.445,0.4398,0.4334,142.4952
2012,Toyota,RAV4 EV,RAV4,43,44,46,Front-Wheel Drive,33308,103,107,98.9,112.04,105.11,115 kW AC Induction,Automatic (variable gear ratios),0.43,0.44,0.46,142.56
2013,Toyota,RAV4 EV,RAV4,43,44,46,Front-Wheel Drive,33397,103,107,98.9,112.04,105.11,115 kW AC Induction,Automatic (variable gear ratios),0.43,0.44,0.46,142.56
2014,Toyota,RAV4 EV,RAV4,43,44,46,Front-Wheel Drive,34425,103,107,98.9,112.04,105.11,115 kW AC Induction,Automatic (variable gear ratios),0.43,0.44,0.46,142.56
2024,Mercedes-Benz,EQS 680 4matic Maybach (SUV),EQS,45,44,44,All-Wheel Drive,47465,280,277,283,103.9,106.6,310 and 310 kW ACPM 6-Phase,Automatic (A1),0.45,0.44,0.44,142.56
2026,Polestar,4 Long Range Dual Motor Performance,4,42,44,46,All-Wheel Drive,50035,255,265,242,117.5,108.5,200 kW PMSM,Automatic (A1),0.42,0.44,0.46,142.56
2024,BMW,i7 M70 xDrive Sedan (20 inch Wheels),i7,45.69,44.02,41.98,All-Wheel Drive,46932,274,264,287,103.1,112.2,360 kW EESM,Automatic (A1),0.4569,0.4402,0.4198,142.6248
2021,Porsche,Taycan 4 Cross Turismo,Taycan,44.3,44.1,43.85,All-Wheel Drive,44721,215,0,0,108.7,109.8,175 and 320 kW ACPM,Automatic (A2),0.443,0.441,0.4385,142.884
2022,Porsche,Taycan 4 Cross Turismo,Taycan,44.3,44.1,43.85,All-Wheel Drive,44793,215,0,0,108.7,109.8,175 and 320 kW ACPM,Automatic (A2),0.443,0.441,0.4385,142.884
2019,Jaguar,I-Pace,I-Pace,42.2,44.28,46.81,4-Wheel Drive,40986,234,244.83,220.78,114.1,102.9,147 and 147 kW AC 3-Phase,Automatic (A1),0.422,0.4428,0.4681,143.4672
2025,Vinfast,VF 8 Plus,VF 8,46.35,44.29,42.01,All-Wheel Drive,49087,235,245,222,51.73,57.07,260 and 300 kW ACPM 3-Phase,Automatic (A1),0.4635,0.4429,0.4201,143.4996
2020,Jaguar,I-Pace,I-Pace,42.24,44.31,46.84,4-Wheel Drive,41413,234,244.8,221,113.99,102.82,147 and 147 kW AC 3-Phase,Automatic (A1),0.4224,0.4431,0.4684,143.5644
2021,Jaguar,I-Pace EV400,I-Pace,42.24,44.31,46.84,4-Wheel Drive,43889,234,244.8,221,113.99,102.82,147 and 147 kW AC 3-Phase,Automatic (A1),0.4224,0.4431,0.4684,143.5644
2025,Rivian,R1S All-Terrain Dual Large (20in),R1S,41.15,44.36,48.28,4-Wheel Drive,48742,289,310,264,114,97,264 and 264 kW ACPM,Automatic (A1),0.4115,0.4436,0.4828,143.7264
2025,Rivian,R1S All-Terrain Performance Dual Large (20in),R1S,41.15,44.36,48.28,4-Wheel Drive,48743,289,310,264,114,97,264 and 264 kW ACPM,Automatic (A1),0.4115,0.4436,0.4828,143.7264
2025,Rivian,R1T All-Terrain Dual Large (20in),R1T,41.15,44.36,48.28,4-Wheel Drive,48752,289,310,264,114,97,264 and 264 kW ACPM,Automatic (A1),0.4115,0.4436,0.4828,143.7264
2025,Rivian,R1T All-Terrain Performance Dual Large (20in),R1T,41.15,44.36,48.28,4-Wheel Drive,48753,289,310,264,114,97,264 and 264 kW ACPM,Automatic (A1),0.4115,0.4436,0.4828,143.7264
2026,Rivian,R1T All-Terrain Dual Large (20in),R1T,41.15,44.36,48.28,4-Wheel Drive,49709,289,310,264,114,97,264 kW ACPM,Automatic (A1),0.4115,0.4436,0.4828,143.7264
2026,Rivian,R1T All-Terrain Performance Dual Large (20in),R1T,41.15,44.36,48.28,4-Wheel Drive,49712,289,310,264,114,97,264 kW ACPM,Automatic (A1),0.4115,0.4436,0.4828,143.7264
2026,Rivian,R1S All-Terrain Dual Large (20in),R1S,41.15,44.36,48.28,4-Wheel Drive,49734,289,310,264,114,97,264 kW ACPM,Automatic (A1),0.4115,0.4436,0.4828,143.7264
2026,Rivian,R1S All-Terrain Performance Dual Large (20in),R1S,41.15,44.36,48.28,4-Wheel Drive,49737,289,310,264,114,97,264 kW ACPM,Automatic (A1),0.4115,0.4436,0.4828,143.7264
2025,Vinfast,VF 7 Plus,VF 7,41.94,44.37,47.35,All-Wheel Drive,49085,209,220,195,114.8,101.7,260 kW ACPM 3-Phase,Automatic (A1),0.4194,0.4437,0.4735,143.7588
2026,Rivian,R1T Quad Max (22in),R1T,41.96,44.37,47.32,4-Wheel Drive,49715,374,394,349,110.4,97.9,201 kW ACPM,Automatic (A1),0.4196,0.4437,0.4732,143.7588
2026,Rivian,R1S Quad Max (22in),R1S,41.96,44.37,47.32,4-Wheel Drive,49740,374,394,349,110.4,97.9,201 kW ACPM,Automatic (A1),0.4196,0.4437,0.4732,143.7588
2025,BMW,iX M60 (21 inch Wheels),iX,45.04,44.4,43.61,All-Wheel Drive,48333,284,280,289,106.9,110.4,190 and 360 kW EESM,Automatic (A1),0.4504,0.444,0.4361,143.856
2023,Rivian,R1T 22 inch Dual Large,R1T,42,44.48,47.51,Part-time 4-Wheel Drive,47002,341,0,0,111.2,98.3,418 kW ACPM,Automatic (A1),0.42,0.4448,0.4751,144.1152
2023,Rivian,R1T 22 inch Performance Dual Large,R1T,42,44.48,47.51,Part-time 4-Wheel Drive,47003,341,0,0,111.2,98.3,496 kW ACPM,Automatic (A1),0.42,0.4448,0.4751,144.1152
2024,Rivian,R1T Dual Large (22in),R1T,42,44.48,47.51,Part-time 4-Wheel Drive,47869,341,360,318,111.2,98.3,208 and 208 kW ACPM,Automatic (A1),0.42,0.4448,0.4751,144.1152
2024,Rivian,R1T Performance Dual Large (22in),R1T,42,44.48,47.51,Part-time 4-Wheel Drive,47877,341,360,318,111.2,98.3,208 and 208 kW ACPM,Automatic (A1),0.42,0.4448,0.4751,144.1152
2026,BMW,iX M70 (22 inch Wheels),iX,45.51,44.48,43.22,All-Wheel Drive,49628,284,277,292,105.8,111.4,190 and 360 kW EESM,Automatic (A1),0.4551,0.4448,0.4322,144.1152
2023,Porsche,Taycan Turbo S,Taycan,43.85,44.52,45.34,All-Wheel Drive,46028,222,0,0,109.8,106.2,190 and 335 kW ACPM,Automatic (A2),0.4385,0.4452,0.4534,144.2448
2023,Porsche,Taycan Turbo S Cross Turismo,Taycan,43.85,44.52,45.34,All-Wheel Drive,46029,222,0,0,109.8,106.2,190 and 335 kW ACPM,Automatic (A2),0.4385,0.4452,0.4534,144.2448
2024,Porsche,Taycan Turbo S,Taycan,43.85,44.52,46,All-Wheel Drive,47473,222,227,216,109.8,106.2,254 kW ACPM,Automatic (A2),0.4385,0.4452,0.46,144.2448
2024,Porsche,Taycan Turbo S Cross Turismo,Taycan,43.85,44.52,46,All-Wheel Drive,47476,222,227,216,109.8,106.2,235 kW ACPM,Automatic (A2),0.4385,0.4452,0.46,144.2448
2025,Rivian,R1S Tri Max (22in),R1S,41.59,44.57,48.21,4-Wheel Drive,48751,371,395,341,113.6,98,"201, 201 and 233 kW ACPM",Automatic (A1),0.4159,0.4457,0.4821,144.4068
2025,Rivian,R1T Tri Max (22in),R1T,41.59,44.57,48.21,4-Wheel Drive,48761,371,395,341,113.6,98,"201, 201 and 233 kW ACPM",Automatic (A1),0.4159,0.4457,0.4821,144.4068
2026,Rivian,R1T Tri Max (22in),R1T,41.59,44.57,48.21,4-Wheel Drive,49705,371,395,341,113.6,98,201 and 233 kW ACPM,Automatic (A1),0.4159,0.4457,0.4821,144.4068
2026,Rivian,R1S Tri Max (22in),R1S,41.59,44.57,48.21,4-Wheel Drive,49730,371,395,341,113.6,98,201 and 233 kW ACPM,Automatic (A1),0.4159,0.4457,0.4821,144.4068
2023,Jaguar,I-Pace EV400 (22 inch tires),I-Pace,42.91,44.64,46.76,4-Wheel Drive,46002,217,0,0,110.4,101.3,TBD,Automatic (A1),0.4291,0.4464,0.4676,144.6336
2024,Jaguar,I-Pace EV400 (22 inch tires),I-Pace,42.91,44.64,46.76,4-Wheel Drive,46964,217,225,207,110.4,101.3,147 kW PMSM,Automatic (A1),0.4291,0.4464,0.4676,144.6336
2023,Rivian,R1S 22 inch Dual Large,R1S,42.35,44.74,47.66,Part-time 4-Wheel Drive,46998,341,0,0,112.2,99.7,418 kW ACPM,Automatic (A1),0.4235,0.4474,0.4766,144.9576
2023,Rivian,R1S 22 inch Performance Dual Large,R1S,42.35,44.74,47.66,Part-time 4-Wheel Drive,46999,341,0,0,112.2,99.7,496 kW ACPM,Automatic (A1),0.4235,0.4474,0.4766,144.9576
2024,Rivian,R1S Dual Large (22in),R1S,42.35,44.74,47.66,Part-time 4-Wheel Drive,47892,341,359,319,112.2,99.7,208 and 208 kW ACPM,Automatic (A1),0.4235,0.4474,0.4766,144.9576
2024,Rivian,R1S Performance Dual Large (22in),R1S,42.35,44.74,47.66,Part-time 4-Wheel Drive,47900,341,359,319,112.2,99.7,208 and 208 kW ACPM,Automatic (A1),0.4235,0.4474,0.4766,144.9576
2026,BMW,iX M70 (23 inch Wheels),iX,45.34,44.81,44.17,All-Wheel Drive,49629,283,280,287,106.2,109,190 and 360 kW EESM,Automatic (A1),0.4534,0.4481,0.4417,145.1844
2024,Vinfast,VF 9 Eco,VF 9,42.79,44.89,47.46,All-Wheel Drive,47487,330,345,311,106.8,96.3,300 kW ACPM 3-Phase,Automatic (A1),0.4279,0.4489,0.4746,145.4436
2025,Maserati,Grecale Folgore (20 inch Wheels),Grecale,41.98,44.91,48.48,All-Wheel Drive,48380,245,261,226,109.6,94.9,205 and 205 kW DCPM,Automatic (A1),0.4198,0.4491,0.4848,145.5084
2022,Audi,e-tron S Sportback (20 inch wheels),e-tron S,46.08,44.92,43.49,All-Wheel Drive,44779,212,0,0,98.7,104.6,138 kW Asynchron 3-Phase,Automatic (A1),0.4608,0.4492,0.4349,145.5408
2023,Audi,e-tron S Sportback (20 inch wheels),e-tron S,46.08,44.92,43.49,All-Wheel Drive,45986,212,0,0,98.7,104.6,TBD,Automatic (A1),0.4608,0.4492,0.4349,145.5408
2021,Porsche,Taycan Perf Battery Plus,Taycan,47.25,44.95,42.13,Rear-Wheel Drive,43803,225,213.7,239.8,101.9,114.3,280 kW ACPM,Automatic (A2),0.4725,0.4495,0.4213,145.638
2022,Porsche,Taycan Perf Battery Plus,Taycan,47.25,44.95,42.13,Rear-Wheel Drive,44790,225,0,0,101.9,114.3,280 kW ACPM,Automatic (A2),0.4725,0.4495,0.4213,145.638
2025,BMW,i7 M70 xDrive Sedan (20 inch Wheels),i7,46.66,44.96,42.88,All-Wheel Drive,48328,268,258,281,103.2,112.3,190 and 360 kW EESM,Automatic (A1),0.4666,0.4496,0.4288,145.6704
2001,Nissan,Hyper-Mini,Hyper-Mini,40,45,51,,17331,33,0,0,120.36,93.61,24 KW AC Synchronous,,0.4,0.45,0.51,145.8
2021,Porsche,Taycan Turbo,Taycan,46,45,43,All-Wheel Drive,43910,212,206.7,218.4,105.3,111.2,TBD ACPM,Automatic (A2),0.46,0.45,0.43,145.8
2021,Porsche,Taycan 4S Cross Turismo,Taycan,44.58,45,45,All-Wheel Drive,44722,215,0,0,108,108.6,175 and 320 kW ACPM,Automatic (A2),0.4458,0.45,0.45,145.8
2022,Porsche,Taycan 4S Cross Turismo,Taycan,44.58,45,45,All-Wheel Drive,44794,215,0,0,108,108.6,175 and 320 kW ACPM,Automatic (A2),0.4458,0.45,0.45,145.8
2026,BMW,i7 M70 xDrive Sedan (20 inch Wheels),i7,46.75,45.06,42.99,All-Wheel Drive,49943,267,257,279,103,112,190 and 360 kW EESM,Automatic (A1),0.4675,0.4506,0.4299,145.9944
2024,Rivian,R1T Dual Standard (21in),R1T,43.18,45.2,47.67,Part-time 4-Wheel Drive,47872,270,282,255,111.5,101,208 and 208 kW ACPM,Automatic (A1),0.4318,0.452,0.4767,146.448
2024,Rivian,R1S Dual Standard (21in),R1S,43.18,45.2,47.67,Part-time 4-Wheel Drive,47895,270,282,255,111.5,101,208 and 208 kW ACPM,Automatic (A1),0.4318,0.452,0.4767,146.448
2025,Rolls-Royce,Spectre Black Badge (22 inch wheels),Spectre,48.01,45.43,42.27,All-Wheel Drive,48440,266,251,285,100.3,113.9,190 and 360 kW EESM,Automatic (A1),0.4801,0.4543,0.4227,147.1932
2026,Rolls-Royce,Spectre Black Badge (22 inch Wheels),Spectre,48.01,45.43,42.27,All-Wheel Drive,49977,266,251,285,100.3,113.9,190 and 360 kW EESM,Automatic (A1),0.4801,0.4543,0.4227,147.1932
2024,Rolls-Royce,Spectre (23 inch wheels),Spectre,47.76,45.46,42.64,All-Wheel Drive,47481,266,252,283,95.8,107.3,190 and 360 kW EESM,Automatic (A1),0.4776,0.4546,0.4264,147.2904
2025,Mercedes-Benz,AMG EQE 4matic Plus (SUV),EQE,44.42,45.53,46.88,All-Wheel Drive,48393,230,236,223,108.4,102.7,165 and 295 kW ACPM 3-Phase,Automatic (A1),0.4442,0.4553,0.4688,147.5172
2026,Mercedes-Benz,AMG EQE 4matic Plus (SUV),EQE,44.42,45.53,46.88,All-Wheel Drive,49686,230,236,223,108.4,102.7,165 and 295 kW ACPM 6-Phase,Automatic (A1),0.4442,0.4553,0.4688,147.5172
2025,Audi,Q8 e-tron quattro (21 inch wheels),Q8 e-tron,46.01,45.54,44.95,All-Wheel Drive,48300,254,251,257,101.99,104.41,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.4601,0.4554,0.4495,147.5496
2025,Audi,Q8 Sportback e-tron quattro (21 inch wheels),Q8 e-tron,46.01,45.54,44.95,All-Wheel Drive,48302,254,251,257,101.99,104.41,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.4601,0.4554,0.4495,147.5496
2019,Audi,e-tron,e-tron,45.32,45.57,45.87,All-Wheel Drive,41393,204,205.4,202.9,100.5,99.3,141 and 172 kW Asynchron 3-Phase,Automatic (A1),0.4532,0.4557,0.4587,147.6468
2024,Rolls-Royce,Spectre Black Badge (23 inch wheels),Spectre,47.76,45.88,43.58,All-Wheel Drive,47479,264,253,277,95.8,105,190 and 360 kW EESM,Automatic (A1),0.4776,0.4588,0.4358,148.6512
2022,Audi,e-tron S (20in wheels),e-tron S,46.56,45.89,45.08,All-Wheel Drive,44777,208,0,0,97.7,100.9,138 kW Asynchron 3-Phase,Automatic (A1),0.4656,0.4589,0.4508,148.6836
2023,Audi,e-tron S (20 inch wheels),e-tron S,46.56,45.89,45.08,All-Wheel Drive,45985,208,0,0,97.7,100.9,TBD,Automatic (A1),0.4656,0.4589,0.4508,148.6836
2012,CODA Automotive,CODA,CODA,44,46,50,Front-Wheel Drive,32277,88,93.56,93.56,110.3,97,100 kW DCPM,Automatic (A1),0.44,0.46,0.5,149.04
2013,CODA Automotive,CODA,CODA,44,46,50,Front-Wheel Drive,33337,88,93.56,81.3,110.3,97,100 kW DCPM,Automatic (A1),0.44,0.46,0.5,149.04
2022,Porsche,Taycan Turbo,Taycan,45.73,46,43.3,All-Wheel Drive,44791,212,0,0,105.3,111.2,170 and 335 kW ACPM,Automatic (A2),0.4573,0.46,0.433,149.04
2024,Mercedes-Benz,AMG EQE 4matic Plus (SUV),EQE,44,46,48,All-Wheel Drive,46971,235,243,225,108.5,100.7,165 kW PMSM 3-Phase,Automatic (A1),0.44,0.46,0.48,149.04
2024,Mercedes-Benz,AMG EQE 4matic Plus,EQE,46,46,46,All-Wheel Drive,47457,230,230,230,99.3,100.8,165 and 165 kW ACPM 3-Phase,Automatic (A1),0.46,0.46,0.46,149.04
2021,Porsche,Taycan Turbo S Cross Turismo,Taycan,45.86,46.04,46.25,All-Wheel Drive,44723,202,0,0,105,104.1,190 and 335 kW ACPM,Automatic (A2),0.4586,0.4604,0.4625,149.1696
2022,Porsche,Taycan Turbo S Cross Turismo,Taycan,45.86,46.04,46.25,All-Wheel Drive,44796,202,0,0,105,104.1,190 and 335 kW ACPM,Automatic (A2),0.4586,0.4604,0.4625,149.1696
2024,Audi,SQ8 e-tron (20 inch wheels),SQ8 e-tron,47.12,46.11,44.86,All-Wheel Drive,47441,253,247,260,93.28,97.98,172 kW Asynchron 3-Phase,Automatic (A2),0.4712,0.4611,0.4486,149.3964
2024,Audi,SQ8 Sportback e-tron (20 inch wheels),SQ8 e-tron,47.12,46.11,44.86,All-Wheel Drive,47443,253,247,260,93.28,97.98,172 kW Asynchron 3-Phase,Automatic (A2),0.4712,0.4611,0.4486,149.3964
2024,Rivian,R1T All-Terrain Dual Max (20in),R1T,42.95,46.12,50,Part-time 4-Wheel Drive,47862,355,379,326,112.1,96.3,208 and 208 kW ACPM,Automatic (A1),0.4295,0.4612,0.5,149.4288
