year,make,Model,baseModel,cityE,combE,highwayE,drive,id,range,rangeCity,rangeHwy,UCity,UHighway,evMotor,trany,kWhpmCity,kWhpmComb,kWhpmHighway,co2pm
2024,Rivian,R1T All-Terrain Performance Dual Max (20in),R1T,42.95,46.12,50,Part-time 4-Wheel Drive,47865,355,379,326,112.1,96.3,208 and 208 kW ACPM,Automatic (A1),0.4295,0.4612,0.5,149.4288
2024,Rivian,R1S All-Terrain Dual Max (20in),R1S,42.95,46.12,50,Part-time 4-Wheel Drive,47886,355,379,326,112.1,96.3,208 and 208 kW ACPM,Automatic (A1),0.4295,0.4612,0.5,149.4288
2024,Rivian,R1S All-Terrain Performance Dual Max (20in),R1S,42.95,46.12,50,Part-time 4-Wheel Drive,47889,355,379,326,112.1,96.3,208 and 208 kW ACPM,Automatic (A1),0.4295,0.4612,0.5,149.4288
2023,Rivian,R1T (21 inch wheels),R1T,44.11,46.14,48.63,All-Wheel Drive,46313,328,0,0,103.1,93.5,"162, 162, 163, 163kW AC 3-Phase",Automatic (A1),0.4411,0.4614,0.4863,149.4936
2024,Rivian,R1T Quad Large (21in),R1T,44.11,46.14,48.63,All-Wheel Drive,47883,328,342,310,103.1,93.5,"162, 162, 162 and 162 kW AC 3-Phase",Automatic (A1),0.4411,0.4614,0.4863,149.4936
2025,Vinfast,VF 8 Eco,VF 8,43.88,46.25,49.15,All-Wheel Drive,49086,256,269,240,107.2,95.7,260 and 300 kW ACPM 3-Phase,Automatic (A1),0.4388,0.4625,0.4915,149.85
2026,Dodge,Charger Daytona Scat Pack AWD 325/35ZR20 Rear,Charger,43.97,46.59,49.79,All-Wheel Drive,49649,223,235,208,109.5,96.7,250 and 250 kW DCPM,Automatic (A1),0.4397,0.4659,0.4979,150.9516
2018,BYD,e6,e6,46.08,46.63,47.3,Front-Wheel Drive,39880,187,188.7,184.3,104.5,101.8,75 kW DCPM,Automatic (A1),0.4608,0.4663,0.473,151.0812
2020,BYD,e6,e6,46.08,46.63,47.3,Front-Wheel Drive,42088,187,188.7,184.3,104.5,101.8,75 kW DCPM,Automatic (A1),0.4608,0.4663,0.473,151.0812
2024,Rivian,R1T Dual Standard Plus (22in),R1T,44.5,46.74,49.49,Part-time 4-Wheel Drive,47875,300,314,283,108.2,97.3,208 and 208 kW ACPM,Automatic (A1),0.445,0.4674,0.4949,151.4376
2024,Rivian,R1T Performance Dual Standard Plus (22in),R1T,44.5,46.74,49.49,Part-time 4-Wheel Drive,47881,300,314,283,108.2,97.3,208 and 208 kW ACPM,Automatic (A1),0.445,0.4674,0.4949,151.4376
2024,Rivian,R1S Dual Standard Plus (22in),R1S,44.5,46.74,49.49,Part-time 4-Wheel Drive,47898,300,314,283,108.2,97.3,208 and 208 kW ACPM,Automatic (A1),0.445,0.4674,0.4949,151.4376
2024,Rivian,R1S Performance Dual Standard (22in),R1S,44.5,46.74,49.49,Part-time 4-Wheel Drive,47903,300,314,283,108.2,97.3,208 and 208 kW ACPM,Automatic (A1),0.445,0.4674,0.4949,151.4376
2021,Porsche,Taycan Turbo Cross Turismo,Taycan,46.84,46.88,46.93,All-Wheel Drive,44724,204,0,0,102.8,102.6,175 and 355 kW ACPM,Automatic (A2),0.4684,0.4688,0.4693,151.8912
2022,Porsche,Taycan Turbo Cross Turismo,Taycan,46.84,46.88,46.93,All-Wheel Drive,44795,204,0,0,102.8,102.6,175 and 355 kW ACPM,Automatic (A2),0.4684,0.4688,0.4693,151.8912
2025,Rivian,R1T All-Terrain Dual Large Plus (20in),R1T,44.26,46.89,50.1,4-Wheel Drive,48416,292,308,272,108.8,96.1,264 and 264 kW ACPM,Automatic (A1),0.4426,0.4689,0.501,151.9236
2025,Rivian,R1T All-Terrain Performance Dual Large Plus (20in),R1T,44.26,46.89,50.1,4-Wheel Drive,48418,292,308,272,108.8,96.1,264 and 264 kW ACPM,Automatic (A1),0.4426,0.4689,0.501,151.9236
2025,Rivian,R1S All-Terrain Dual Large Plus (20in),R1S,44.26,46.89,50.1,4-Wheel Drive,48428,292,308,272,108.8,96.1,264 and 264 kW ACPM,Automatic (A1),0.4426,0.4689,0.501,151.9236
2025,Rivian,R1S All-Terrain Performance Dual Large Plus (20in),R1S,44.26,46.89,50.1,4-Wheel Drive,48431,292,308,272,108.8,96.1,264 and 264 kW ACPM,Automatic (A1),0.4426,0.4689,0.501,151.9236
2026,Rivian,R1T All-Terrain Dual Large Plus (20in),R1T,44.26,46.89,50.1,4-Wheel Drive,49700,292,308,272,108.8,96.1,264 kW ACPM,Automatic (A1),0.4426,0.4689,0.501,151.9236
2026,Rivian,R1T All-Terrain Performance Dual Large Plus (20in),R1T,44.26,46.89,50.1,4-Wheel Drive,49702,292,308,272,108.8,96.1,264 kW ACPM,Automatic (A1),0.4426,0.4689,0.501,151.9236
2026,Rivian,R1S All-Terrain Dual Large Plus (20in),R1S,44.26,46.89,50.1,4-Wheel Drive,49725,292,308,272,108.8,96.1,264 kW ACPM,Automatic (A1),0.4426,0.4689,0.501,151.9236
2026,Rivian,R1S All-Terrain Performance Dual Large Plus (20in),R1S,44.26,46.89,50.1,4-Wheel Drive,49727,292,308,272,108.8,96.1,264 kW ACPM,Automatic (A1),0.4426,0.4689,0.501,151.9236
2025,Ford,F-150 Lightning 4WD ER2,F-150 Lightning,42.86,46.97,52,4-Wheel Drive,49077,300,326,268,112.5,92.5,210 and 210 kW ACPM,Automatic (A1),0.4286,0.4697,0.52,152.1828
2000,Toyota,RAV4 EV,RAV4,41,47,53,2-Wheel Drive,16424,88,0,0,116.21,91.08,50 KW DC,,0.41,0.47,0.53,152.28
2001,Toyota,RAV4 EV,RAV4,41,47,53,2-Wheel Drive,17328,88,0,0,116.21,91.08,50 KW DC,,0.41,0.47,0.53,152.28
2016,BYD,e6,e6,46,47,47,Front-Wheel Drive,37800,187,188.7,184.3,104.5,101.8,75 kW DCPM,Automatic (A1),0.46,0.47,0.47,152.28
2017,BYD,e6,e6,46,47,47,Front-Wheel Drive,38591,187,188.7,184.3,104.5,101.8,75 kW DCPM,Automatic (A1),0.46,0.47,0.47,152.28
2026,Rivian,R1T Quad Max (22in UHP),R1T,44.68,47.35,50.6,4-Wheel Drive,49713,338,357,315,106,93.6,201 kW ACPM,Automatic (A1),0.4468,0.4735,0.506,153.414
2026,Rivian,R1S Quad Max (22in UHP),R1S,44.68,47.35,50.6,4-Wheel Drive,49738,338,357,315,106,93.6,201 kW ACPM,Automatic (A1),0.4468,0.4735,0.506,153.414
2023,Rivian,R1S (21 inch wheels),R1S,44.67,47.4,50.73,All-Wheel Drive,46316,321,0,0,103.7,91.3,"162, 162, 163, 163kW AC 3-Phase",Automatic (A1),0.4467,0.474,0.5073,153.576
2024,Rivian,R1S Quad Large (21in),R1S,44.67,47.4,50.73,All-Wheel Drive,47906,321,339,299,103.7,91.3,"162, 162, 162 and 162 kW AC 3-Phase",Automatic (A1),0.4467,0.474,0.5073,153.576
2025,Hyundai,Ioniq 5 Robo taxi,Ioniq 5,46.25,47.53,49.08,Rear-Wheel Drive,49092,168,172,163,104.1,98.1,168 kW PMSM,Automatic (A1),0.4625,0.4753,0.4908,153.9972
2026,Hyundai,Ioniq 5 Robo taxi,Ioniq 5,46.25,47.53,49.08,Rear-Wheel Drive,50028,168,172,163,104.1,98.1,168 kW PMSM,Automatic (A1),0.4625,0.4753,0.4908,153.9972
2025,Rolls-Royce,Spectre (23 inch Wheels),Spectre,50.26,47.84,44.87,All-Wheel Drive,48443,253,240,269,95.8,107.3,190 and 360 kW EESM,Automatic (A1),0.5026,0.4784,0.4487,155.0016
2026,Chevrolet,"Silverado EV 20-mod battery, 19kW 6-mode charger",Silverado,43.26,47.84,53.44,4-Wheel Drive,49638,424,464,375,111.3,90.1,255 and 256 kW ACPM,Automatic (A1),0.4326,0.4784,0.5344,155.0016
2026,Rolls-Royce,Spectre (23 inch Wheels),Spectre,50.26,47.84,44.87,All-Wheel Drive,49980,253,240,269,95.8,107.3,190 and 360 kW EESM,Automatic (A1),0.5026,0.4784,0.4487,155.0016
2022,Ford,F-150 Lightning 4WD Extended Range,F-150 Lightning,43.29,47.91,53.57,All-Wheel Drive,45317,320,350.2,283.1,111.2,89.9,210 and 210 kW AC PMSM,Automatic (A1),0.4329,0.4791,0.5357,155.2284
2023,Ford,F-150 Lightning 4WD Extended Range,F-150 Lightning,43.29,47.91,47.91,All-Wheel Drive,46327,320,350.2,283.1,111.2,89.9,210 and 210 kW AC PMSM,Automatic (A1),0.4329,0.4791,0.4791,155.2284
2024,Ford,F-150 Lightning 4WD Extended Range,F-150 Lightning,43.29,47.91,47.91,All-Wheel Drive,47818,320,335,302,111.2,89.9,210 and 210 kW AC PMSM,Automatic (A1),0.4329,0.4791,0.4791,155.2284
2024,Ford,F-150 Lightning PRO 4WD Extended Range,F-150 Lightning,43.29,47.91,47.91,All-Wheel Drive,47820,320,335,302,111.2,89.9,210 and 210 kW AC PMSM,Automatic (A1),0.4329,0.4791,0.4791,155.2284
2025,Ford,F-150 Lightning 4WD ER1,F-150 Lightning,43.29,47.91,53.57,All-Wheel Drive,48705,320,350,283,111.2,89.9,210 and 210 kW AC PMSM,Automatic (A1),0.4329,0.4791,0.5357,155.2284
2025,Ford,F-150 Lightning 4WD PRO ER1,F-150 Lightning,43.29,47.91,53.57,All-Wheel Drive,48706,320,350,283,111.2,89.9,210 and 210 kW AC PMSM,Automatic (A1),0.4329,0.4791,0.5357,155.2284
2025,Mercedes-Benz,AMG EQE 4matic Plus,EQE,49,48,48,All-Wheel Drive,48382,220,218,222,100.8,102.7,165 and 165 kW ACPM 3-Phase,Automatic (A1),0.49,0.48,0.48,155.52
2024,Dodge,Charger 2-Dr Daytona Scat Pack Track Pack AWD,Charger,45,48,51,All-Wheel Drive,48785,216,228,201,117.6,103.9,250 and 250 kW DCPM,Automatic (A1),0.45,0.48,0.51,155.52
2026,Mercedes-Benz,AMG EQE 4matic Plus,EQE,49,48,48,All-Wheel Drive,49678,220,218,222,100.8,102.7,165 and 295 kW ACPM 6-Phase,Automatic (A1),0.49,0.48,0.48,155.52
2024,Rivian,R1T Dual Standard (22in),R1T,45.6,48.03,51.01,Part-time 4-Wheel Drive,47873,255,268,239,105.6,94.4,208 and 208 kW ACPM,Automatic (A1),0.456,0.4803,0.5101,155.6172
2024,Rivian,R1S Dual Standard (22in),R1S,45.6,48.03,51.01,Part-time 4-Wheel Drive,47896,255,268,239,105.6,94.4,208 and 208 kW ACPM,Automatic (A1),0.456,0.4803,0.5101,155.6172
2022,Rivian,R1T,R1T,45.38,48.08,51.37,Part-time 4-Wheel Drive,44462,314,331.8,292.9,103,91,"162, 162, 163, 163kW AC 3-Phase",Automatic (A1),0.4538,0.4808,0.5137,155.7792
2021,Porsche,Taycan Turbo S,Taycan,48.64,48.1,47.44,All-Wheel Drive,43911,201,198.8,203.9,99,101.5,TBD ACPM,Automatic (A2),0.4864,0.481,0.4744,155.844
2022,Porsche,Taycan Turbo S,Taycan,48.64,48.1,47.44,All-Wheel Drive,44792,201,0,0,99,101.5,190 and 335 kW ACPM,Automatic (A2),0.4864,0.481,0.4744,155.844
2025,Audi,SQ8 e-tron (20 inch wheels),SQ8 e-tron,49.22,48.15,46.84,All-Wheel Drive,48304,242,237,249,93.3,98.04,138 and 157 kW Asynchron 3-Phase,Automatic (A1),0.4922,0.4815,0.4684,156.006
2025,Audi,SQ8 Sportback e-tron (20 inch wheels),SQ8 e-tron,49.22,48.15,46.84,All-Wheel Drive,48306,242,237,249,93.3,98.04,138 and 157 kW Asynchron 3-Phase,Automatic (A1),0.4922,0.4815,0.4684,156.006
2025,Rolls-Royce,Spectre Black Badge (23 inch wheels),Spectre,50.26,48.28,45.86,All-Wheel Drive,48441,251,241,264,95.8,105,190 and 360 kW EESM,Automatic (A1),0.5026,0.4828,0.4586,156.4272
2026,Rolls-Royce,Spectre Black Badge (23 inch Wheels),Spectre,50.26,48.28,45.86,All-Wheel Drive,49978,251,241,264,95.8,105,190 and 360 kW EESM,Automatic (A1),0.5026,0.4828,0.4586,156.4272
2025,Chevrolet,Silverado EV 5WT (11 kW Charger),Silverado,43.85,48.33,53.8,4-Wheel Drive,48699,422,460,375,109.8,89.5,189 and 189 kW ACPM,Automatic (A1),0.4385,0.4833,0.538,156.5892
2025,Chevrolet,Silverado EV 5WT (19 kW Charger),Silverado,43.85,48.33,53.8,4-Wheel Drive,48702,422,460,375,109.8,89.5,189 and 189 kW ACPM,Automatic (A1),0.4385,0.4833,0.538,156.5892
2022,Rivian,R1S,R1S,46.16,48.61,51.61,Part-time 4-Wheel Drive,44461,316,331.4,296.4,104.3,93.3,"162, 162, 163, 163kW AC 3-Phase",Automatic (A1),0.4616,0.4861,0.5161,157.4964
2020,Porsche,Taycan Turbo,Taycan,49.69,48.68,47.44,All-Wheel Drive,42383,201,196.79,206.16,96.9,101.5,170 kW ACPM,Automatic (A2),0.4969,0.4868,0.4744,157.7232
2020,Porsche,Taycan 4S Perf Battery Plus,Taycan,49.74,48.81,47.67,All-Wheel Drive,42590,203,198.88,207.41,96.8,101,120 kW ACPM,Automatic (A2),0.4974,0.4881,0.4767,158.1444
2024,Vinfast,VF 9 Plus,VF 9,47.24,49.08,51.33,All-Wheel Drive,47488,291,302,278,100.5,92.5,260 kW ACPM 3-Phase,Automatic (A1),0.4724,0.4908,0.5133,159.0192
2023,Rivian,R1S 20 inch All-Terrain Dual Large,R1S,46.74,49.24,52.3,Part-time 4-Wheel Drive,46994,307,0,0,102.5,91.6,208 kW ACPM,Automatic (A1),0.4674,0.4924,0.523,159.5376
2023,Rivian,R1S 20 inch All-Terrain Performance Dual Large,R1S,46.74,49.24,52.3,Part-time 4-Wheel Drive,46995,307,0,0,102.5,91.6,208 kW ACPM,Automatic (A1),0.4674,0.4924,0.523,159.5376
2024,Rivian,R1T All-Terrain Dual Large (20in),R1T,46.74,49.24,52.3,Part-time 4-Wheel Drive,47861,307,322,288,102.5,91.6,208 and 208 kW ACPM,Automatic (A1),0.4674,0.4924,0.523,159.5376
2024,Rivian,R1T All-Terrain Performance Dual Large (20in),R1T,46.74,49.24,52.3,Part-time 4-Wheel Drive,47864,307,322,288,102.5,91.6,208 and 208 kW ACPM,Automatic (A1),0.4674,0.4924,0.523,159.5376
2024,Rivian,R1S All-Terrain Dual Large (20in),R1S,46.74,49.24,52.3,Part-time 4-Wheel Drive,47885,307,322,288,102.5,91.6,208 and 208 kW ACPM,Automatic (A1),0.4674,0.4924,0.523,159.5376
2024,Rivian,R1S All-Terrain Performance Dual Large (20in),R1S,46.74,49.24,52.3,Part-time 4-Wheel Drive,47888,307,322,288,102.5,91.6,208 and 208 kW ACPM,Automatic (A1),0.4674,0.4924,0.523,159.5376
2022,Ford,F-150 Lightning 4WD,F-150 Lightning,44.29,49.36,55.57,All-Wheel Drive,45318,230,253.2,201.6,108.9,86.7,358 and 358 kW AC PMSM,Automatic (A1),0.4429,0.4936,0.5557,159.9264
2023,Rivian,R1T (22 inch wheels),R1T,46.18,49.36,53.24,All-Wheel Drive,46314,303,0,0,100.3,87,"162, 162, 163, 163kW AC 3-Phase",Automatic (A1),0.4618,0.4936,0.5324,159.9264
2023,Rivian,R1S (22 inch wheels),R1S,46.18,49.36,53.24,All-Wheel Drive,46317,303,0,0,100.3,87,"162, 162, 163, 163kW AC 3-Phase",Automatic (A1),0.4618,0.4936,0.5324,159.9264
2023,Ford,F-150 Lightning 4WD,F-150 Lightning,44.29,49.36,49.36,All-Wheel Drive,46329,240,0,0,108.9,86.7,358 and 358 kW AC PMSM,Automatic (A1),0.4429,0.4936,0.4936,159.9264
2024,Ford,F-150 Lightning 4WD,F-150 Lightning,44.29,49.36,49.36,All-Wheel Drive,47821,240,252,226,108.9,86.7,358 and 358 kW AC PMSM,Automatic (A1),0.4429,0.4936,0.4936,159.9264
2024,Rivian,R1T Quad Large (22in),R1T,46.18,49.36,53.24,All-Wheel Drive,47884,303,322,279,100.3,87,"162, 162, 162 and 162 kW AC 3-Phase",Automatic (A1),0.4618,0.4936,0.5324,159.9264
2024,Rivian,R1S Quad Large (22in),R1S,46.18,49.36,53.24,All-Wheel Drive,47907,303,322,279,100.3,87,"162, 162, 162 and 162 kW AC 3-Phase",Automatic (A1),0.4618,0.4936,0.5324,159.9264
2025,Ford,F-150 Lightning 4WD SR,F-150 Lightning,44.29,49.36,55.57,All-Wheel Drive,48707,240,264,210,108.9,86.7,358 and 358 kW AC PMSM,Automatic (A1),0.4429,0.4936,0.5557,159.9264
2026,Chevrolet,"Silverado EV 24-mod battery, 19kW 6-mode charger",Silverado,44.79,49.48,55.22,4-Wheel Drive,49639,493,539,437,107.5,87.2,255 and 256 kW ACPM,Automatic (A1),0.4479,0.4948,0.5522,160.3152
2026,Chevrolet,"Silverado EV 20-mod battery, 11kW 15-mode charger",Silverado,45.17,49.55,54.9,4-Wheel Drive,49640,410,446,367,106.6,87.7,255 and 256 kW ACPM,Automatic (A1),0.4517,0.4955,0.549,160.542
2026,Chevrolet,"Silverado EV 14-mod battery, 11kW 6-mode charger",Silverado,44.71,49.55,55.47,4-Wheel Drive,49642,286,313,253,107.7,86.8,255 and 256 kW ACPM,Automatic (A1),0.4471,0.4955,0.5547,160.542
2026,GMC,"Sierra EV 20-mod battery, 11kW 15-mode charger",Sierra,45.17,49.55,54.9,4-Wheel Drive,49658,410,446,367,106.6,87.7,255 and 256 kW ACPM,Automatic (A1),0.4517,0.4955,0.549,160.542
2025,Vinfast,VF 9 Plus,VF 9,47.91,49.78,52.05,All-Wheel Drive,49088,287,298,274,100.5,92.5,260 and 300 kW ACPM 3-Phase,Automatic (A1),0.4791,0.4978,0.5205,161.2872
2025,Rivian,R1S All-Terrain Tri Max (20in),R1S,46.95,49.83,53.36,4-Wheel Drive,48744,329,348,306,97.3,85.6,201 and 233 kW ACPM,Automatic (A1),0.4695,0.4983,0.5336,161.4492
2025,Rivian,R1T All-Terrain Tri Max (20in),R1T,46.95,49.83,53.36,4-Wheel Drive,48754,329,348,306,97.3,85.6,"201, 201 and 233 kW ACPM",Automatic (A1),0.4695,0.4983,0.5336,161.4492
2026,Rivian,R1T All-Terrain Tri Max (20in),R1T,46.95,49.83,53.36,4-Wheel Drive,49706,329,348,306,97.3,85.6,201 and 233 kW ACPM,Automatic (A1),0.4695,0.4983,0.5336,161.4492
2026,Rivian,R1S All-Terrain Tri Max (20in),R1S,46.95,49.83,53.36,4-Wheel Drive,49731,329,348,306,97.3,85.6,201 and 233 kW ACPM,Automatic (A1),0.4695,0.4983,0.5336,161.4492
2025,Chevrolet,Silverado EV 8WT,Silverado,45.82,49.88,54.84,4-Wheel Drive,48698,492,531,444,104.6,87.4,189 and 189 kW ACPM,Automatic (A1),0.4582,0.4988,0.5484,161.6112
2020,Porsche,Taycan Turbo S,Taycan,50.37,49.9,49.33,All-Wheel Drive,42427,192,190.21,194.15,95.6,97.6,120 and 170 kW ACPM,Automatic (A2),0.5037,0.499,0.4933,161.676
2025,Chevrolet,Silverado EV (11 kW Charger),Silverado,45.71,49.91,55.03,4-Wheel Drive,48700,408,442,367,103.9,86.3,189 and 189 kW ACPM,Automatic (A1),0.4571,0.4991,0.5503,161.7084
2026,Rivian,R1T Quad Max (20in AT),R1T,47.5,50.1,53.29,4-Wheel Drive,49714,325,342,305,97.5,86.9,201 kW ACPM,Automatic (A1),0.475,0.501,0.5329,162.324
2026,Rivian,R1S Quad Max (20in AT),R1S,47.5,50.1,53.29,4-Wheel Drive,49739,325,342,305,97.5,86.9,201 kW ACPM,Automatic (A1),0.475,0.501,0.5329,162.324
2026,Chevrolet,"Silverado EV 14-mod battery, 11kW 15-mode charger",Silverado,45.26,50.28,56.42,4-Wheel Drive,49643,283,311,249,106.39,85.34,255 and 256 kW ACPM,Automatic (A1),0.4526,0.5028,0.5642,162.9072
2026,GMC,"Sierra EV 14-mod battery, 11kW 15-mode charger",Sierra,45.26,50.28,56.42,4-Wheel Drive,49660,283,311,249,106.39,85.34,255 and 256 kW ACPM,Automatic (A1),0.4526,0.5028,0.5642,162.9072
2024,Chevrolet,Silverado EV,Silverado,47.11,50.53,54.72,All-Wheel Drive,47446,393,419,361,102.2,88,189 and 189 kW ACPM,Automatic (A1),0.4711,0.5053,0.5472,163.7172
2022,Ford,F-150 Lightning Platinum 4WD,F-150 Lightning,46.14,50.71,56.29,All-Wheel Drive,45316,300,326.5,267.6,104.3,85.5,210 and 210 kW AC PMSM,Automatic (A1),0.4614,0.5071,0.5629,164.3004
2023,Ford,F-150 Lightning Platinum 4WD,F-150 Lightning,46.14,50.71,50.71,All-Wheel Drive,46328,300,326.5,267.6,104.3,85.5,210 and 210 kW AC PMSM,Automatic (A1),0.4614,0.5071,0.5071,164.3004
2024,Ford,F-150 Lightning Platinum 4WD,F-150 Lightning,46.14,50.71,50.71,All-Wheel Drive,47819,300,313,285,104.3,85.5,210 and 210 kW AC PMSM,Automatic (A1),0.4614,0.5071,0.5071,164.3004
2025,Ford,F-150 Lightning Platinum 4WD,F-150 Lightning,46.14,50.71,56.29,All-Wheel Drive,48708,300,326,268,104.3,85.5,210 and 210 kW AC PMSM,Automatic (A1),0.4614,0.5071,0.5629,164.3004
2025,Chevrolet,Silverado EV 2WT,Silverado,46.1,50.78,56.49,4-Wheel Drive,49071,282,307,251,104.44,85.23,189 kW ACPM,Automatic (A1),0.461,0.5078,0.5649,164.5272
2024,Rivian,R1T All-Terrain Dual Standard Plus (20in),R1T,49.49,51.65,54.28,Part-time 4-Wheel Drive,47863,277,288,263,97.3,88.7,208 and 208 kW ACPM,Automatic (A1),0.4949,0.5165,0.5428,167.346
2024,Rivian,R1T AT Performance Dual Standard Plus (20in),R1T,49.49,51.65,54.28,Part-time 4-Wheel Drive,47867,277,288,263,97.3,88.7,208 and 208 kW ACPM,Automatic (A1),0.4949,0.5165,0.5428,167.346
2024,Rivian,R1S All-Terrain Dual Standard Plus (20in),R1S,49.49,51.65,54.28,Part-time 4-Wheel Drive,47887,277,288,263,97.3,88.7,208 and 208 kW ACPM,Automatic (A1),0.4949,0.5165,0.5428,167.346
2024,Rivian,R1S AT Performance Dual Standard Plus (20in),R1S,49.49,51.65,54.28,Part-time 4-Wheel Drive,47890,277,288,263,97.3,88.7,208 and 208 kW ACPM,Automatic (A1),0.4949,0.5165,0.5428,167.346
2001,Ford,Th!nk,Th!nk,46,52,59,,17329,29,0,0,105.31,82.2,27 KW AC Induction,,0.46,0.52,0.59,168.48
2022,Audi,e-tron S Sportback (21/22 inch wheels),e-tron S,53.01,52.08,50.94,All-Wheel Drive,44780,185,0,0,85.8,89.3,157 kW Asynchron 3-Phase,Automatic (A1),0.5301,0.5208,0.5094,168.7392
2023,Audi,e-tron S Sportback (21/22 inch wheels),e-tron S,53.01,52.08,50.94,All-Wheel Drive,46615,185,0,0,85.8,89.3,138 and 157 kW Asynchron 3-Phase,Automatic (A1),0.5301,0.5208,0.5094,168.7392
2025,Chevrolet,Silverado EV (19 kW Charger),Silverado,48.36,52.36,57.26,4-Wheel Drive,48701,390,419,354,99.57,84.09,189 and 189 kW ACPM,Automatic (A1),0.4836,0.5236,0.5726,169.6464
2025,GMC,Sierra EV,Sierra,48.36,52.36,57.26,4-Wheel Drive,48709,390,419,354,99.57,84.09,189 and 189 kW ACPM,Automatic (A1),0.4836,0.5236,0.5726,169.6464
2023,Rivian,R1T (20 inch wheels),R1T,49.01,52.38,56.49,All-Wheel Drive,46312,289,0,0,94.5,82,"162, 162, 163, 163kW AC 3-Phase",Automatic (A1),0.4901,0.5238,0.5649,169.7112
2023,Rivian,R1S (20 inch wheels),R1S,49.01,52.38,56.49,All-Wheel Drive,46315,289,0,0,94.5,82,"162, 162, 163, 163kW AC 3-Phase",Automatic (A1),0.4901,0.5238,0.5649,169.7112
2024,Rivian,R1T Quad Large (20in),R1T,49.01,52.38,56.49,All-Wheel Drive,47882,289,307,267,94.5,82,"162, 162, 162 and 162 kW AC 3-Phase",Automatic (A1),0.4901,0.5238,0.5649,169.7112
2024,Rivian,R1S Quad Large (20in),R1S,49.01,52.38,56.49,All-Wheel Drive,47905,289,307,267,94.5,82,"162, 162, 162 and 162 kW AC 3-Phase",Automatic (A1),0.4901,0.5238,0.5649,169.7112
2026,Chevrolet,"Silverado EV 20-mod battery, 19kW 15-mode charger",Silverado,48.74,52.42,56.91,4-Wheel Drive,49641,385,412,353,98.78,84.61,255 and 256 kW ACPM,Automatic (A1),0.4874,0.5242,0.5691,169.8408
2026,GMC,"Sierra EV 20-mod battery, 19kW 15-mode charger",Sierra,48.74,52.42,56.91,4-Wheel Drive,49659,385,412,353,98.78,84.61,255 and 256 kW ACPM,Automatic (A1),0.4874,0.5242,0.5691,169.8408
2022,Audi,e-tron S (21/22 inch wheels),e-tron S,54.15,53.31,52.28,All-Wheel Drive,44778,181,0,0,84,87,138 kW Asynchron 3-Phase,Automatic (A1),0.5415,0.5331,0.5228,172.7244
2023,Audi,e-tron S (21/22 inch wheels),e-tron S,54.15,53.31,52.28,All-Wheel Drive,46614,181,0,0,84,87,138 kW Asynchron 3-Phase,Automatic (A1),0.5415,0.5331,0.5228,172.7244
2024,Chevrolet,Silverado EV,Silverado,50.1,53.38,57.39,All-Wheel Drive,46946,450,477,417,96.1,83.9,191 kW ACPM,Automatic (A1),0.501,0.5338,0.5739,172.9512
2023,Rivian,R1S 20 inch All-Terrain,R1S,51.52,53.7,56.36,All-Wheel Drive,46993,274,284.9,261.1,87.3,79.8,"162, 162, 163, 163 kW AC 3-Phase",Automatic (A1),0.5152,0.537,0.5636,173.988
2024,Rivian,R1S All-Terrain Quad Large (20 inch),R1S,51.52,53.7,56.36,All-Wheel Drive,47477,274,285,261,87.3,79.8,"162, 162, 163 and 135 kW ACPM 3-Phase",Automatic (A1),0.5152,0.537,0.5636,173.988
2024,Rivian,R1T All-Terrain Quad Large (20in),R1T,51.52,53.7,56.36,All-Wheel Drive,47866,274,285,261,87.3,79.8,"162, 162, 162 and 162 kW AC 3-Phase",Automatic (A1),0.5152,0.537,0.5636,173.988
2024,Audi,SQ8 e-tron (21/22 inch wheels),SQ8 e-tron,54.27,53.86,53.37,All-Wheel Drive,47442,218,216,220,80.99,82.37,172 kW Asynchron 3-Phase,Automatic (A2),0.5427,0.5386,0.5337,174.5064
2024,Audi,SQ8 Sportback e-tron (21/22 inch wheels),SQ8 e-tron,54.27,53.86,53.37,All-Wheel Drive,47444,218,216,220,80.99,82.37,172 kW Asynchron 3-Phase,Automatic (A2),0.5427,0.5386,0.5337,174.5064
2012,Azure Dynamics,Transit Connect Electric Van/Wagon,Transit Connect Electric Van/Wagon,55,54,54,Front-Wheel Drive,31893,56,56.78,55.68,88.4,88.6,52 kW AC Induction,Automatic (A1),0.55,0.54,0.54,174.96
2012,BYD,e6,e6,56,54,52,Front-Wheel Drive,33383,122,120.1,124.8,85.97,91.77,75 kW AC PMSM,Automatic (A1),0.56,0.54,0.52,174.96
2014,BYD,e6,e6,55,54,52,Front-Wheel Drive,34859,127,121.1,133.9,87.6,92.9,75 kW AC PMSM,Automatic (A1),0.55,0.54,0.52,174.96
2013,BYD,e6,e6,55,54,52,Front-Wheel Drive,34860,127,121.1,133.9,87.6,92.9,75 kW AC PMSM,Automatic (A1),0.55,0.54,0.52,174.96
2025,Mercedes-Benz,G 580 with EQ Technology,G-Class,50,54,60,4-Wheel Drive,48717,239,258,215,98.3,81.6,"108, 108 and 108 kW ACPM 3-Phase",Automatic (A2),0.5,0.54,0.6,174.96
2026,Mercedes-Benz,G 580 with EQ Technology,G-Class,50,54,60,4-Wheel Drive,49687,239,258,215,98.3,81.6,180 kW ACPM 6-Phase,Automatic (A2),0.5,0.54,0.6,174.96
